codigo_barras,descricao,marca,grupo,quantidade,acucaresAdicionadosG,acucaresG,calcioMg,carboidratoG,cobreMg,colesterolMg,energiaKcal,energiaKj,ferroMg,fibraG,fosforoMg,gordurasMonoinsaturadasG,gordurasPoliinsaturadasG,gordurasSaturadasG,gordurasTransG,lipideosG,magnesioMg,manganesMg,niacinaMg,piridoxinaMg,potassioMg,proteinaG,retinolMcg,riboflavinaMg,sodioMg,tiaminaMg,vitaminaCMg,zincoMg
7891000077924,Biscoito Wafer Prestígio Nestlé Pacote 110g,Nestlé,,110g,,,,60,,,536.6667,2245.4133,,,,,,,,31,,,,,,4.3333,,,,,,
7891000077948,BISC WAFER CLASSIC 110G NESTLE,Nestlé,,110g,,,,56.6667,,,490,2217.52,,,,,,,,31.3333,,,,,,6,,,,,,
7891000077962,Negresco wafer,Nestlé,,110,,,,56.6667,,,540,2259.36,,,,,,,,32.3333,,,,,,5,,,,,,
7891000078518,Farinha Láctea,Nestlé,en:flours,,,33.3333,,73.3333,,,403.3333,1693.3333,,2.6667,,,,,,6.3333,,,,,,12.6667,,,,,,
7891000079393,Fórmula Infantil Para Lactentes Nan Espessar Lata 800g,Nestlé,,800g,,,,58,,,492,2058.528,,,,,,,,23,,,,,,13,,,,,,
7891000079515,Fórmula Infantil Para Lactentes Nan Comfor 2 Lata 800g,Nestlé,,800 g,,,,54,,,469,1962.296,,,,,,,,21,,,,,,15,,,,,,
7891000081211,Biscoito Wafer Recheio Morango Passatempo Pacote 20g,PASSATEMPO,en:wafers,20g,,,,60,,,535,2238.44,,,,,,,,30.5,,,,,,6,,,,,,
7891000081242,Biscoito Wafer Recheio Chocolate Passatempo Pacote 20g,PASSATEMPO,en:filled-biscuits,20g,,23,1101,63,,,518,2163.8,,1.9,,,,10,,26,,,,,,6.8,,,125,,,
7891000081501,Bebida Láctea Uht Chocolate Nescau Caixa 1l,Nestlé,en:Chocolate milks,1l,,,,10,,,65.5,274.052,,,,,,,,0,,,,,,2,,,,,,
7891000084649,requeijão Nestlé trad,Nestlé,Alimentos para café da manhã,,0,4.2,,4.2,0,,260,1075.4,0,,0,,,13,,23,0,0,,,,9,0,,,,0,0
7891000084663,requeijão,Nestlé,,200g,0,4,,4.33,0,,143.3333,543.72,0,,0,,,4.67,,7.33,0,0,,,,11.7,0,,1800,,0,0
7891000086131,Cereal Infantil Multicereais Mucilon Pacote 600g Embalagem Econômica,Nestlé,,600g,,,,85.7143,,,395.2381,1653.6762,,,,,,,,0,,,,,,8.5714,,,,,,
7891000089255,Moca,Nestlé,,140 g,16.7338,33,36.1942,72,0.1571,0.6594,475,1996.7,1.234,1.6,138.5172,,,4,,17,41.8064,1.2227,0.0449,0.0657,179.2292,7.7,5.8153,0.0401,198,0.1436,0.2275,1.1321
7891000089279,Biscoito Nescau,Nestlé,Cookies with milk chocolate,140g,12.0192,35,,70,,,468,1964.8,,2.5,,,,4.4,,17,,,,,,7.4,,,155,,,
7891000089798,Nesfit,Nestlé,,,0.0073,24,,70,,,387,1670.6,,6.7,,0.9,2.1,2.9,,8.6,,,,,,6.4,,,197,,,
7891000090732,Bebida Neston fast Vit 280ml,Nestlé,en:dairy-drinks,280ml,,,,12.5,,,78.2143,315.1671,,,,,,,,1.4286,,,,,,2.93,,,,,,
7891000091616,Mel & Amêndoas,"Nestlé,Nesfit",Cereias para pequeno-almoçco,300 g,,8,,22,,,235,980,,,,,,0,,15,,,,,,3,,,75,,,
7891000092606,Bombom Chocolate Recheio Leite Maltado Lollo Pacote 28g,LOLO,Chocolates de leite,28g,5.8036,52.6316,,68.4211,,,473.6842,1993.1579,,2.1053,,,,12.1053,,20.5263,,,,,,3.1579,,,94.7368,,,
7891000092699,Iogurte Grego Frutas Vermelhas Nestlé Bandeja 400g 4 Unidades,NESTL,,400g,,,,20,,,138,577.392,,,,,,,,0,,,,,,4.7,,,,,,
7891000094396,Iogurte Parcialmente Desnatado Morango Ninho Fruti 250g,Nestlé,,250g,,,,14.2,,,92,384.928,,,,,,,,0,,,,,,2.8,,,,,,
7891000096444,Iogurte Grego Tradicional,Nestlé,Iogurtes,90g,7.0764,14.4444,192.2222,14.4444,,,145.5556,601.2222,,0,,,,3.8889,,7.1111,,,,,,5.4444,,,61.1111,,,
7891000096468,Chandelle chocolate,Nestlé,,360g,,,,17.7778,,,124.4444,517,,,,,,,,4.2222,,,,,,3.4444,,,,,,
7891000096864,Iogurte Grego Tradicional Morango Maracujá Light Nestlé Bandeja 540g 6 Unidades Leve Mais Pague Menos,LEVE MAIS,en:greek-style-yogurts,540g,,11.1111,,11.1111,,,86.6667,366.2222,,,,,,1.4444,,2.4444,,,,,,5.1111,,,180,,,
7891000097649,Fórmula Infantil Para Lactentes Nanlac Comfor Lata 800g,Nestlé,,800g,,,,55,,,469,1962.296,,,,,,,,21,,,,,,14,,,,,,
7891000098844,Nestlé classic diet ao leite,,,,,8,,52,,,464,2290,,3.2,,,,20,,34,,,,,,7.2,,,68,,,
7891000098950,3 Cereais Neston,"Nestlé,Neston",cereais,210 g,1.4205,13,,70,,,373.3333,1574.6667,10.3333,9.6667,,,,0.3333,,2.3333,,,,,,13,,,126.6667,,,
7891000099032,Farinha Láctea Original Nestlé Sachê 210g,Nestlé,,210g,,,,73.3333,,,403.3333,1687.5467,,,,,,,,0,,,,,,12.6667,,,,,,
7891000099131,Iogurte Grego Tradicional Nestlé,Nestlé,Iogurtes grego,90g,7.0547,14.4444,192.2222,14.4444,,,145.5556,601.2222,,0,,,,3.8889,,7.1111,,,,,,5.4444,,,61.1111,,,
7891000099803,NESTLÉ Leite Condensado Semidesnatado Moça Caixinha,Nestlé,Groceries,395g,11,55,1250,55,,,325,1360,,0,,,,6,,8,,,,,,7,,,0,,,
7891000100103,Leite Condensado Integral moça,"Nestlé,Moça",Leites condensados,395 g,5.5,55,,55,,,325,1365,,0,,,,5,,8,,,,,,7,,,0,,,
7891000100295,Passatempo morango,Nestlé,,,,,,23,,,140,479.5,,3,,,,,,1.1,,,,,,1.4,,,,,,
7891000100448,Cereal,"Nestlé,Nescau",Cereais e seus produtos,770 g,,30,,76.6667,,,376.6667,,,5.6667,,,,1.6667,,4.6667,,,15,,,6.3333,,,372.5333,,,
7891000100721,Cereal Matinal Snow Flakes Caixa 300g,Nestlé,Cereias para pequeno-almoçco,300g,,,,83.3333,,,376.6667,1575.9733,,,,,,,,2.3333,,,,,,5,,,,,,
7891000101506,MolicoLEITE PÓ DESNATADO MOLICO LATA 280G,Nestlé Molico,Leites,280 g,0,50,2500,50,0,,340,1350,13.5,0,0,,,0,,0,240,0,15,,,32.5,760,,510,,95,0
7891000101520,Leite Pó Desnatado Molico Pacote 500g,Nestlé,,500g,,50,,50,,,340,1402.5,,,,,,,,0,,,,,,32.5,,,510,,,
7891000101926,Nescau 170ml,Nestlé,,270ml,,,,9.6296,,,65.1852,269.0811,,,,,,,,1.7407,,,,,,2.41,,,,,,
7891000102626,Aveia Em Flocos Finos Nestlé Caixa 170g,Nestlé,Breakfast cereals,500g,0,1.3333,,53.3333,0,,366.6667,1536.6667,0,11.3333,0,,,1.3333,,7.6667,0,0,,,,15.3333,0,,0,,0,0
7891000102640,Aveia Em Flocos Nestlé Caixa 170g,Nestlé Aveia,Flocos de aveia,170g,0,1.3333,54,53.3333,0,0,366.6667,1536.6667,0,11.3333,0,,,1.3333,,7.6667,0,0,,0.12,429,15.3333,0,,0,,0,0
7891000103340,Chocolate ao Leite NESTLÉ CLASSIC,Nestlé,Barra de chocolate,80g,40,52,,52,,,548,2285.6,,2.8,,,,20,0.4,33.6,,,,,,8,,,104,,,
7891000103487,Nutren Senior,Nestlé,,,1.0909,17.4545,920,22,0.6909,,226,952,8.3636,2,676.3636,,,6.9091,0.3636,6,160,1.2364,,1.2727,,20,872.7273,0.7636,345.4545,1.5636,181.8182,20
7891000103852,Iogurte Parcialmente Desnatado Maçã E Banana Ninho Frasco 170g,Nestlé,,170g,,,,8.8235,,,59.4118,248.5788,,,,,,,,1.5294,,,,,,2.2941,,,,,,
7891000103876,Iogurte Parcialmente Desnatado Morango Ninho Frasco 170g,Nestlé,,170g,,,,8.8235,,,58.8235,246.1176,,,,,,,,0,,,,,,2.2941,,,,,,
7891000103913,Chambinho - Nestle,,,,,12.3333,,13,,,103.3333,433.5,,,,,,1.5,,2.8333,,,,,,6.3333,,,,,,
7891000103937,Queijo Petit Suisse Morango Chambinho Bandeja 320g 8 Unidades,Nestlé,Iogurtes,320g,,,,15.75,,,115,481.16,,,,,,,,3,,,,,,6.25,,,,,,
7891000104255,Biscoito Passatempo Recheado Leite,Nestlé,,,,,,66.6667,,,463.3333,1938.5867,,,,,,,,19,,,,,,6.3333,,,,,,
7891000104491,Kit Cereal Matinal Chocolate Nescau 770g Grátis Tigela Exclusiva Embalagem Econômica,Nestlé,,770g,,,,76.6667,,,376.6667,1575.9733,,,,,,,,0,,,,,,6.3333,,,,,,
7891000104613,Iogurte Parcialmente Desnatado Grego Maracujá Light Nestlé Bandeja 360g 4 Unidades,Nestlé,en:fruit-yogurts,360g,4.1111,10.3333,,10.3333,,,81.1111,340.6667,,,,,,1.4444,,2.1111,,,,,,5.1111,,,,,,
7891000104842,Chocolate Meio Amargo,Nestlé Professional,Chocolates de leite,1 kg,53.3333,52,,52,,,536,2270.4,,6,,,,20.4,,33.6,,,,,,5.6,,,0,,,
7891000105016,"Cereal Mix Snack banana, aveia e mel","Nestlé,Nesfit",,60 g,,3.5,,12,,,68,283.3,,,,,,0.5,,1.5,,,,,,1.4,,,132,,,
7891000105788,Picolé prestigio,,,,,18,,19,,,206,859.6,,1,,,,8.4,,13,,,,,,2.8,,,,,,
7891000106150,Nestlé Alpino,Nestlé,,,,,,56,,,536,2242.624,,,,,,,,31.6,,,,,,6.4,,,,,,
7891000106754,Leite Zero lactose,"Nestlé,Molico",Beverages,1 l,0,4.6,240,4.6,,,32,134,,0,,,,0,,0,,,,,,3.2,60,,40,,,
7891000106808,"Sorvete Moça Brigadeiro Nestlé Pote 1,5l",Nestlé,,1.5l,,,,31.6667,,,186.6667,781.0133,,,,,,,,0,,,,,,2,,,,,,
7891000106907,"Sorvete Prestígio Nestlé Pote 1,5l",Nestlé,,1.5l,,,,28.3333,,,196.6667,822.8533,,,,,,,,0,,,,,,1.3333,,,,,,
7891000106921,"Sorvete Sensação Nestlé Pote 1,5l",Nestlé,en:sorbets,1.5l,36.1545,,,28.3333,,,200,836.8,,,,,,,,0,,,,,,1.1667,,,,,,
7891000106945,"Sorvete Galak Nestlé Pote 1,5l",Nestlé,Gelado,1.5l,,,,28.3333,,,203.3333,850.7467,,,,,,,,0,,,,,,1.5,,,,,,
7891000106969,"Sorvete Napolitano Nestlé Especialidades Pote 1,5l",Nestlé,,1.5l,,,,30,,,206.6667,864.6933,,,,,,,,0,,,,,,1.5,,,,,,
7891000107041,Leite Condensado Desnatado Light Moça Caixa 410g,Moça,en:condensed-milks,410g,0,0,123,60,0.012,2.5,275,1020,0.03,0,99,,,0,,0,11.6,0.0055,0.092,0.044,157,0,1.78,0.18,170,0.043,1.3,0.42
7891000107485,Sobremesa Láctea Com Chantilly Chocolate Chandelle Bandeja 200g 2 Unidades,Nestlé,,200g,,,,20,,,171,715.464,,,,,,,,0,,,,,,3.7,,,,,,
7891000107508,Sobremesa Láctea Com Chantilly Caramelo Chandelle Bandeja 200g 2 Unidades,Nestlé,en:dairy-desserts,200g,,19,,22,,,176,739,,0,,,,5,,8.4,,,,,,3,,,80,,,
7891000107638,Chocolate ao Leite Alpino,ALPINO,Barra de chocolate,85g,40,52,,52,,,544,2285.6,,2.8,,,,20,,33.6,,,,,,8,,,104,,,
7891000107744,Suflair,Nestlé,Chocolates,110 g,,,,52,,,548,2255.2,,0,,,,20,,33.2,,,,,,8.4,,,97.536,,,
7891000107836,Chocolate Ao Leite Aerado Suflair Pacote 50g,Nestlé,Chocolates,50g,,,,52,,,552,2278,,,,,,,,34,,,,,,8,,,,,,
7891000108000,Nestle Sweetened Condensed Full Cream Milk (Tin),Nestlé,,395g,,,,56.0714,,,325,1257.1429,,,,,,,,8.2143,,,,,,0,,,,,,
7891000109298,Cookie original + Trento Duo,PASSATEMPO,en:chocolate-biscuits,60 g,33,35,,65,,,480,2005,,0.5,,,,11,,21,,,,,,7,,,145,,,
7891000109908,Leite em Pó Sem Lactose,"Nestlé,Ninho",Leites em Pó,380 g,,4.6,,6.8,,,57,239.8,,0,,,,1.5,,2.3,,,,,,2.3,,,44,,,
7891000110096,Sobremesa Láctea Chocolate Branco Chandelle Bandeja 360g 4 Unidades Leve Mais Pague Menos,Nestlé,,360g,,13.3333,,17.7778,,,120,502.7778,,,,,,2.4444,,3.8889,,,,,,3.3333,,,90,,,
7891000110430,Chambinho 320g,Nestlé,,320g,,17.75,375,22,,,137.5,582.25,,0,,,,2.75,,4.25,,,,,,3,300,,85,,,4.25
7891000110829,Bebida Láctea Uht Com Café Chocolate Nescafé Smoovlatté Frasco 270ml,Nescafé,en:coffee-drinks,270ml,,,,7.037,,,50.7407,212.2993,,,,,,,,0,,,,,,1.8519,,,,,,
7891000111161,NESCAU MATINAL CEREAL CXA,Nestlé,en:breakfast-cereals,210 g,,,,76.6667,,,380,1583.6667,6.6667,,,,,,,4.6667,,,,1.5,,6.3333,,1.6667,,1.4,,
7891000113295,Cereal Infantil Aveia E Ameixa Mucilon Pacote 180g,MUCILON,,180g,,,,85.7143,,,371.4286,1554.0571,,,,,,,,0,,,,,,5.7143,,,,,,
7891000118580,CHOC PRESTIGIO DARK 33G NESTLE,"Prestígio,Nestlé",,33 g,,51.5152,,66.6667,,,460.6061,1956.9697,,4.5455,,,,15.1515,,20.303,,,,,,2.1212,,,51.5152,,,
7891000118818,"Banana, Aveia & Canela","Nestlé,Nesfit",,200 g,,6.9,,19,,,131,557.6,,,,,,0.7,,5.1,,,,,,2.7,,,18.4,,,
7891000118924,Nescau dolce gusto - Nescafe - Nescafe - Nescafe - Nescafe - Nescafe - Nescafe - Nescafe,Nescafé,,,,58.8235,,58.8235,,,394.1176,1664.7059,,4.1176,,,,5.8824,,10.5882,,,,,,14.1176,,,,,,
7891000118962,Nescau,Nestlé,en:chocolate-powders,380 g,52.0833,50,,80,,,355,1536.5,,12.5,,,,0,,0,,,,,,4.5,,,130,,,
7891000119495,NESTLÉ NINHO Forti+ UHT Zero Lactose,Nestle5,Dairy drinks,1L,0,10,240,10,,,86,364,2.1,0,,,,1.2,,2,,,,,,6,120,,0,,,1.5
7891000119891,Farinha Láctea Aveia Nestlé Sachê 200g,Nestlé,,200g,,,,63.3333,,,376.6667,1575.9733,,,,,,,,0,,,,,,12.6667,,,,,,
7891000119976,Composto Lácteo Supreme Neslac Lata 800g,NESLAC,,800g,,,,58.6207,,,462.069,1933.2966,,,,,,,,0,,,,,,13.1034,,,,,,
7891000120071,Sorvete Napolitano Tradicional,"NESTLE, Nestlé",en:ice-creams,1.5l,15,20,,28,,,186,779,,0,,,,3.9,,7.5,,,,,,1.7,,,66,,,
7891000120095,Cacau Pó Solúvel Dois Frades Caixa 200g,Nestlé,Cacau e chocolate em pó,200g,,0,,15,,,348,1457,,35,,,,6.6,,13,,,,,,23,,,19,,,
7891000120101,Creme de Leite Nestlé,Nestlé,en:creams,300g,0,3.4,,3.5,,,204,840.3,,0,,,,13,0.8,20,,,,,,2.4,,,42,,,
7891000120507,Sorvete sabor creme,"NESTLE, Nestlé",en:ice-creams,710g,15,19,,27,,,175,733,,0,,,,3.6,,6.9,,,,,,1.1,,,59,,,
7891000120521,"Sorvete Flocos Tradicional Nestlé Pote 1,5l",Nestlé,,1.5l,18,22,,28,,,193,809.2,,0,,,,4.9,,8.5,,,,,,1.1,,,52,,,
7891000120750,Pack Sobremesa Láctea Chocolate Chandelle Bandeja 720g 8 Unidades Leve Mais Pague Menos,Nestlé,,720g,,,,22.2222,,,145.5556,609.0044,,,,,,,,0,,,,,,4.1111,,,,,,
7891000121306,Creme de Leite Lata,Nestlé,Cremes UHT,300g,0,0.5,,0.5,,,31,126.3,,0,,,,2,0.1,3,,,,,,0.4,,,6.3,,,
7891000126905,CREME DE LEITE UHT NESTLE,Nestlé,creme de leite,200 g,0,4.6667,,4.6667,,,186.6667,766,,,,,,11.3333,,17.3333,,,,,,2.6667,,,,,,
7891000127407,Creme de Leite Nestlé,Nestlé,UHT Creams,200g,0,4.6667,,4.6667,,,186.6667,766,,0,,4,,11.3333,0.6667,17.3333,,,,,,2.6667,,,64,,,
7891000127452,Fiber mais - Nestlé,,,,,,,18.8235,,,70.5882,,,77.6471,,,,,,,,,,,,,,,,,,
7891000140307,Leite integral em pó,"Nestlé, Ninho",en:milks,400 g,0,36.9231,,38.4615,,,484.6154,2030.7692,,0,,,,14.6154,,25.7692,,,,,,23.8462,,,355.6,,,
7891000144572,Caramel macchiato nescafe,,,,,,,4.6,,,36,151.1,,,,,,,,1.35,,,,,,1.35,,,,,,
7891000148402,Leite Pó Desnatado Molico,MOLICO,Milk powders,400g,0,50,2500,50,,,340,1402.5,13.5,,,,,0,,0,245,,15,,,32.5,760,,510,,95,
7891000154106,Doce De Leite Moça De Colher Lata 390g,Nestlé,,390g,,,,55,,,315,1317.96,,,,,,,,6.5,,,,,,7,,,,,,
7891000155806,Brigadeiro,"Nestlé,Moça",,385 g,,0,,60,,,320,1352.5,,,,,,4,,6,,,,,,6.5,,,10,,,
7891000156209,Chocolate Cremoso Moça Doceria Lata 380g,Nestlé,,380g,,,,55,,,305,1276.12,,,,,,,,6,,,,,,6,,,,,,
7891000158845,Cápsula PINGADO,NESCAFÉ DOLCE GUSTO,,,37.8571,57.8571,,60.7143,,,442.8571,1827.8571,,0,,,,8.5714,,14.2857,,,,,,15.7143,,,200,,,
7891000183205,Nutren,Nutren,,,,,617.1429,60.9524,,,380,1662.2223,13.9683,12.0635,,,,,,3.8095,307.9365,,,,,22.8571,,,507.9365,,,6.9841
7891000197066,Chovocino caramel,,,,,7.1,,8.3,,,49,210.4,,0.6,,,,0.6,,1.1,,,,,,1.4,,,,,,
7891000223666,Ômega 3,Nutrem,,,,,,,,,19,,,,,,,0.2,,1.8,,,,,,0.6,,,,,,
7891000234006,Composto Lácteo Baunilha Nutren Active Lata 400g,Nestlé,Laticínios,400g,4.819,38.0952,1031.746,57.1429,,,361.9048,1460.3175,12.381,5.3968,546.0317,,,1.5873,,2.8571,311.1111,2.0635,19.6825,,,23.8095,571.4286,,,,66.6667,10.1587
7891000241295,Biscoito Recheio Morango Passatempo Pacote 130g,PASSATEMPO,en:biscuits,130g,,34,,74,,,466,1961.3,,1.8,,,,5.2,,16,,,,,,5.7,,,232,,,
7891000241356,BISC RECH PASSATEMPO CHOC 130G NESTLE,Nestlé,en:chocolate-biscuits,130g,5,33.3333,1083.3333,73.3333,,,476.6667,1990.6667,,2.3333,,,,4,,17,,,,,,5.6667,,,110,,,
7891000241370,BISC RECH PASSATEMPO LEITE 130G NESTLE,"Nestlé,Passatempo",,130 g,,30,,73.3333,,,466.6667,1965.3333,,1.6667,,,,5,,16,,,,,,6.6667,,,233.3333,,,
7891000241417,Iogurte Parcialmente Desnatado Vitamina De Frutas Nestlé Garrafa 900g,Nestlé,,900g,,,,15,,,78,326.352,,,,,,,,0,,,,,,2.2,,,,,,
7891000241448,Iogurte Parcialmente Desnatado Vitamina De Frutas Nestlé Frasco 170g,Nestlé,Bebidas à Base de Frutas.,170g,5.2897,14.1176,85.8824,17.6471,,,77.6471,324.7059,,0,,,,0.5882,,1.1765,,,,,,2.1765,,,0,,,
7891000241615,Yogurte Nestlé BJ Grego sabor morango,Nestlé,en:greek-style-yogurts,360g,,10,,10.5556,,,82.2222,348.2222,,,,,,1.1111,,2.1111,,,,,,5.3333,,,,,,
7891000242612,Tempero Granulado Tomates Suculentos Com Ervas Maggi Natusabor Pacote 40g 8 Unidades,MAGGI,,40g,,,,48,,,220,920.48,,,,,,,,0,,,,,,0,,,,,,
7891000242735,"Tempero Granulado Salsinha, Orégano Cebolinha Maggi Natusabor Pacote 40g 8 Unidades",MAGGI,en:spices,40g,,,,50,,,200,836.8,,,,,,,,0,,,,,,0,,,,,,
7891000243527,Alpino Black top,Nestlé,,100g,57.1429,52,,56,,,532,2233.2,,2.4,,,,18,,30.8,,,,,,7.2,,,56.896,,,
7891000243954,Café Au Lait,NESCAFÉ DOLCE GUSTO,Capsula,100g,,,,41,,,450,1880,,,,,,11,,20,,,,,,24,,,340,,,
7891000244265,Iogurte Parcialmente Desnatado Morango Nestlé Frasco 170g,Nestlé,en:yogurts,170g,,,,14.1176,,,73.5294,307.6471,,,,,,,,0,,,,,,2.1765,,,,,,
7891000244425,Iogurte Parcialmente Desnatado Morango Nestlé Garrafa 900g,Nestlé,en:yogurts,900g,,20,180,22,,,125,529.9,,0,,,,1.2,,2.1,,,,,,4.6,142,,99,,,
7891000244449,"Iogurte Parcialmente Desnatado Morango Nestlé Garrafa 1,25kg Tamanho Família",Nestlé,en:yogurts,1.25kg,5.8594,12,83,14,,,74,309.5,,0,,,,0.5,,1,,,,,,2.2,,,0,,,
7891000244548,"Iogurte Parcialmente Desnatado Vitamina De Frutas Nestlé Garrafa 1,25kg Tamanho Família",Nestlé,,1.25kg,,10,90,11,,,62.5,267.5,,,,,,0.6,,1.05,,,,,,2.45,71,,49.5,,,
7891000247624,BISC COOKIE NEGRESCO 60G NESTLE,Nestlé,,60g,,,,60,,,485,2029.24,,,,,,,,0,,,,,,6,,,,,,
7891000247648,Classic cookie,Nestlé,en:biscuits,,,7.1,,12,,,98.5,1244.6,,0.7,,,,2.6,,5,,,,,,50,,,1080,,,
7891000248362,Kit Kat Chocolate,KitKat,en:chocolate-biscuity-bars,41.5,0,57.36,,57.36,0,,530,2230.64,0,2.05,0,,,16.96,,29.86,0,0,,,,7.9,0,,90.94,,0,0
7891000248768,Kit Kat,Nestlé,Chocolate confectioneries filled with wafer,41.5 g,40,47,,57,,,527.7108,2229.2,,2.2,,,,17,0.3,30,,,,,,7.8,,,89,,,
7891000248799,KitKat,Nestlé,Chocolate biscuity bars,41.5 g,38.5542,48.1928,369.9267,57.8313,0.0246,26.3482,532.5301,2224.0964,0.2221,2.1687,300.1783,,,16.8675,0,28.9157,35.4842,0.0235,0.2565,0.1184,477.4018,7.9518,54.0603,0.5139,91.5663,0.1265,3.0295,1.4374
7891000248829,Chocolate KitKat Dark,Nestlé,en:chocolate-biscuity-bars,"41,5 g",58.3142,48,,58,,,493.9759,2087,,,,,,15,,27,,,,,,6,,,6,,,
7891000249376,Leite Pó Desnatado Molico Lata 280g Grátis 10,Nestlé,,280g,,50,2500,50,,,340,1425,13.5,0,,,,0,0,0,245,,,,,32.5,760,,510,,95,
7891000249611,Cereal Matinal Snow Flakes,Nestlé,pt:Cereais,800g,6.7854,25,634,82,,,381,1615.7,20,4.5,,,,0.6,,2.4,,,18,,,5.7,,,415,,,
7891000249871,Caldo Tablete Costela Maggi Caixa 57g 6 Unidades,MAGGI,,57g,,,,1.7333,,,17.3333,72.5227,,,,,,,,0,,,,,,0,,,,,,
7891000249963,Caldo Tablete Legumes Maggi Caixa 57g 6 Unidades,MAGGI,,57g,,,,1.6,,,17.3333,72.5227,,,,,,,,0,,,,,,0,,,,,,
7891000250150,Caldo Tablete Carne Maggi Caixa 57g 6 Unidades,MAGGI,,57g,,,,1.2,,,18.6667,78.1013,,,,,,,,0,,,,,,0,,,,,,
7891000250174,Caldo Tablete Galinha Maggi Caixa 57g 6 Unidades,MAGGI,,57g,,,,1.0667,,,17.3333,72.5227,,,,,,,,0,,,,,,0,,,,,,
7891000250525,Iogurte Grego Tradicional Morango Nestlé Bandeja 600g 6 Unidades Leve Mais Pague Menos,Nestlé,,600g,,,,0,,,78,326.352,,,,,,,,0,,,,,,0,,,,,,
7891000250563,Panettone Chocolate Recheio Prestígio Nestlé Caixa 400g,Nestlé,Panettone,400g,,,,46.25,,,362.5,,,,,,,,,,,,,,,7,,,,,,
7891000250587,Panettone Com Gotas E Recheio Chocolate Alpino Nestlé Caixa 400g,Nestlé,Panettone,400g,,,,43.75,,,346.25,,,,,,,,,,,,,,,6.5,,,,,,
7891000251355,Alpino em Pó,Nestlé,,,,15,460,15,,,72,288.8,,,,,,,,0.5,,,,,,0.9,,,60,,,
7891000251478,Caldo Tablete Picanha Maggi Caixa 114g 12 Unidades,MAGGI,,114g,,,,1.6,,,18.6667,78.1013,,,,,,,,0,,,,,,0,,,,,,
7891000251515,Caldo Tablete Carne Maggi Caixa 114g 12 Unidades,MAGGI,en:bouillon-cubes,114g,,,,1.2,,,18.6667,78.1013,,,,,,,,0,,,,,,0,,,,,,
7891000251614,Caldo Tablete Galinha Maggi Caixa 114g Leve 12 Pague 10 Unidades,MAGGI,,114g,,,,1.0667,,,17.3333,72.5227,,,,,,,,0,,,,,,0,,,,,,
7891000251638,milico,Nestlé,en:Milk powders,260g,0,48,2000,60,,5,356,1469.4,11.2,0,,,,0.1,,0.2,320,,,1,,26,,,520,1,76,
7891000251652,Biscoito Recheio Doce De Leite Passatempo Pacote 130g,PROPRIA,en:filled-biscuits,130g,,,,70,,,456.6667,1910.6933,,,,,,,,0,,,,,,6.6667,,,,,,
7891000252000,"Cereal Infantil Banana, Maçã E Quinoa Mucilon Seleção Da Natureza Pacote 180g",MUCILON,,180g,,,,0,,,366.6667,1534.1333,,,,,,,,0,,,,,,0,,,,,,
7891000252185,Bebida Láctea Uht Chocolate Zero Lactose Nescau Max Protein Frasco 270ml,Nestlé,,270ml,,,,5.4,,,58,242.672,,,,,,,,0,,,,,,4.8,,,,,,
7891000252604,Farinha Láctea,Nestlé,Farinhas de cereais,400 g,0,33.3333,,73.3333,,,400,1680,,2.6667,,,,3,,6.3333,,,,,,12.6667,,,110,,,
7891000252819,Iogurte sabor Morango,Chamyto,en:flavoured-yogurts,100 g,1.4757,12,,13,,,83,348,,0,,,,1.4,,2.2,,,,,,2.9,,,48,,,
7891000252833,Iogurte Parcialmente Desnatado Vitamina De Frutas Chamyto Go Squeeze 100g,Nestlé,,100g,,,,13,,,83,347.272,,,,,,,,0,,,,,,2.9,,,,,,
7891000253182,Creme de Leite Leve,Nestlé,Canned foods,200 g,0,4,,4,,,186.6667,754.6667,,0,,,,11.3333,0.6667,17.3333,,,,,,2.6667,,,61.3333,,,
7891000253403,"Aveia, Flocos Grossos",Nestlé,en:rolled-oats,170 g,0,0,,56.6667,,,353.3333,1594.3333,,10,,,,1.6667,,8,130,,,,,15,,,0,,,
7891000253427,Achocolatado em pó,Nestle Nescau,,,75,75,,85,,,380,1606,,4.5,,,,1,,2,,,,,,3,,,50,,,
7891000253588,Caldo Tablete Galinha Maggi Equilibrium Caixa 114g 12 Unidades,MAGGI,en:broths,114g,,,,2.2667,,,21.3333,89.2587,,,,,,,,0,,,,,,0,,,,,,
7891000253984,KitKat Mini,KitKat,,,,46.4706,,56.4706,,,523.5294,2178.2353,,,,,,16.4706,,29.4118,,,,,,7.6471,,,,,,
7891000254608,"Iogurte Parcialmente Desnatado Morango, Maçã, Banana E Cereais Mamão, Maçã, Banana E Cereais Neston 3 Cereais Bandeja 540g 6 Unidades",Nestlé,,540g,,,,14.4444,,,92.2222,385.8578,,,,,,,,0,,,,,,2.7778,,,,,,
7891000254622,Iogurte Grego Frutas Vermelhas Nestlé Pote 90g,Nestlé,,90g,,,,15.5556,,,135.5556,567.1644,,,,,,,,0,,,,,,4.7778,,,,,,
7891000255025,"Double filter,full flavour",Nescafé,Instant coffees,200 g,0,0,,68.2,,,363,1541.9,,,,,,0,,0,,,,,,22.5,,,0,,,
